嗁 啼
嗆 呛
嗇 啬
嗎 吗
嗚 呜
嗩 唢
嗶 哔
嘅 慨
嘆 叹
嘍 喽
嘑 呼
嘓 啯
嘔 呕
嘖 啧
嘗 尝
嘜 唛
嘠 嘎
嘩 哗
嘮 唠
嘯 啸
嘰 叽
嘵 哓
嘸 呒
嘽 啴
噁 恶
噅 咴
噉 啖
噑 嗥
噓 嘘
噘 撅
噝 咝
噠 哒
噥 哝
噦 哕
噯 嗳
噲 哙
噴 喷
噸 吨
嚀 咛
嚇 吓
嚌 哜
嚐 尝
嚕 噜
嚙 啮
嚥 咽
嚦 呖
嚨 咙
嚲 亸
嚳 喾
嚴 严
嚶 嘤
囀 啭
囁 嗫
囂 嚣
囅 冁
囈 呓
囉 啰
囑 嘱
囓 啮
囖 啰
囙 因
囪 囱
圅 函
圇 囵
國 国
圍 围
園 园
圓 圆
圖 图
團 团
坰 垧
坵 丘
坿 附
垜 垛
垵 埯
垻 坝
埜 野
埡 垭
埰 采
埳 坎
執 执
堃 坤
堅 坚
堊 垩
堖 垴
堘 塍
堝 埚
堦 阶
堯 尧
報 报
場 场
堿 碱
塊 块
塋 茔
塏 垲
塒 埘
塗 涂
塚 冢
塟 葬
塢 坞
塤 埙
塵 尘
塹 堑
塼 砖
墊 垫
墑 墒
墖 塔
墜 坠
墪 墩
墮 堕
墰 坛
墳 坟
墶 垯
墻 墙
墾 垦
壄 野
壇 坛
壋 垱
壎 埙
壓 压
壘 垒
壙 圹
壚 垆
壜 罎
壞 坏
壟 垄
壠 垅
壢 坜
壩 坝
壪 塆
壯 壮
壹 一
壺 壶
壻 婿
壼 壸
壽 寿
夘 卯
夠 够
夢 梦
夥 伙
夾 夹
奐 奂
奧 奥
奩 奁
奪 夺
奮 奋
奼 姹
妝 妆
妬 妒
妳 你
妷 侄
姉 姊
姍 姗
姦 奸
姪 侄
娛 娱
娿 婀
婁 娄
婣 姻
婦 妇
婬 淫
婭 娅
媍 妇
媧 娲
媮 偷
媯 妫
媼 媪
媽 妈
媿 愧
嫋 袅
嫗 妪
嫰 嫩
嫵 妩
嫺 娴
嫻 娴
嬀 妫
嬃 媭
嬈 娆
嬋 婵
嬌 娇
嬙 嫱
嬝 袅
嬡 嫒
嬤 嬷
嬪 嫔
嬭 乃
嬰 婴
嬸 婶
嬾 琅
孃 啮
孌 娈
孫 孙
學 学
孼 孽
孿 孪
宂 冗
宮 宫
寀 采
寃 冤
寔 实
寕 宁
寢 寝
實 实
寧 宁
審 审
寫 写
寬 宽
寵 宠
寶 宝
尅 剋
將 将
專 专
尋 寻
對 对
導 导
尟 鲜
尠 鲜
尷 尴
屆 届
屍 尸
屓 屃
屙 疴
屜 屉
屢 屡
層 层
屨 屦
屬 属
岅 坂
岡 冈
峝 峒
峩 峨
峯 峰
峴 岘
島 岛
峽 峡
崍 崃
崐 昆
崑 昆
崗 岗
崘 仑
崙 仑
崠 岽
崢 峥
崳 嵛
嵐 岚
嵗 岁
嶁 嵝
嶃 崭
嶄 崭
嶇 岖
嶗 崂
嶠 峤
嶧 峄
嶮 崄
嶴 岙
嶸 嵘
嶺 岭
嶼 屿
嶽 岳
巋 岿
巒 峦
巔 巅
巖 岩
巗 岩
巰 巯
巵 卮
巹 卺
帀 匝
帋 纸
帥 帅
師 师
帳 帐
帶 带
幀 帧
幃 帏
幑 徽
幗 帼
幘 帻
幙 幕
幟 帜
幣 币
幫 帮
幬 帱
幹 干
幾 几
庫 库
庻 庶
廁 厕
廂 厢
廄 厩
廈 厦
廏 厩
廐 厩
廕 荫
廚 厨
廝 厮
廟 庙
廠 厂
廡 庑
廢 废
廣 广
廩 廪
廬 庐
廳 厅
廵 巡
廹 迫
廻 迴
廼 乃
廽 迴
弒 弑
弔 吊
弳 弪
張 张
強 强
彈 弹
彊 强
彌 弥
彎 弯
彔 录
彜 彝
彠 彟
彥 彦
彫 雕
彲 彨
彷 仿
彿 佛
徃 往
後 后
徑 径
從 从
徠 徕
御 衔
徧 遍
復 复
徹 彻
徼 侥
怱 勿
怳 恍
怵 憷
恆 恒
恠 怪
恡 吝
恥 耻
悅 悦
悞 悮
悤 勿
悵 怅
悶 闷
悽 凄
惏 婪
惡 恶
惥 恿
惪 德
惱 恼
惲 恽
惷 蠢
惻 恻
愛 爱
愜 惬
愣 楞
愨 悫
愬 诉
愴 怆
愷 恺
愽 博
愾 忾
慂 恿
慄 栗
慇 殷
態 态
慍 愠
慘 惨
慙 惭
慚 惭
慟 恸
慣 惯
慪 怄
慫 怂
慮 虑
慳 悭
慶 庆
慼 戚
慽 戚
慾 欲
憂 忧
憇 憩
憊 惫
憐 怜
憑 凭
憒 愦
憖 慭
憚 惮
憤 愤
憫 悯
憮 怃
憲 宪
憶 忆
懃 勤
懇 恳
應 应
懌 怿
懍 懔
懟 怼
懣 懑
懨 恹
懲 惩
懶 懒
懷 怀
懸 悬
懺 忏
懼 惧
懽 欢
懾 慑
戀 恋
戇 戆
戔 戋
戞 戛
戧 戗
戩 戬
戯 戏
戰 战
戱 戯
戲 戏
戶 户
戹 厄
扞 捍
扡 扦
抝 拗
拋 抛
拏 拿
拕 拖
挐 拿
挩 捝
挱 挲
挵 弄
挼 挪
挾 挟
捄 救
捫 扪
捱 挨
掃 扫
掄 抡
掙 挣
掛 挂
採 采
掽 碰
揀 拣
揑 捏
揚 扬
換 换
揫 揪
揮 挥
揯 搄
揷 插
揹 背
搆 构
搇 揿
搉 榷
損 损
搖 摇
搗 捣
搟 擀
搤 扼
搥 捶
搨 拓
搯 掏
搵 揾
搶 抢
搾 榨
摃 扛
摑 掴
摜 掼
摟 搂
摣 揸
摯 挚
摳 抠
摶 抟
摻 掺
撈 捞
撐 撑
撓 挠
撚 捻
撟 挢
撡 操
撣 掸
撥 拨
撦 扯
撫 抚
撲 扑
撳 揿
撻 挞
撾 挝
撿 捡
擁 拥
擄 掳
擇 择
擊 击
擋 挡
擔 担
擕 携
據 据
擠 挤
擡 抬
擣 捣
擧 举
擬 拟
擯 摈
擰 拧
擱 搁
擲 掷
擴 扩
擷 撷
擺 摆
擻 擞
擼 撸
擾 扰
攄 摅
攆 撵
攏 拢
攔 拦
攖 撄
攙 搀
攛 撺
攜 携
攝 摄
攢 攒
攣 挛
攤 摊
攩 挡
攪 搅
攬 揽
攷 考
敂 叩
敍 叙
敎 教
敓 敚
敗 败
敘 叙
敭 扬
敵 敌
數 数
斂 敛
斃 毙
斆 敩
斕 斓
斬 斩
斮 斫
斲 斫
斵 斫
斷 断
於 于
旂 旗
旣 既
旤 祸
旹 时
旾 春
昇 升
昚 慎
昬 昏
昰 是
時 时
晉 晋
晝 昼
晳 晰
晻 暗
暈 晕
暉 晖
暠 皓
暢 畅
暫 暂
暱 昵
曄 晔
曇 昙
曉 晓
曏 嚮
曖 暧
曠 旷
曡 迭
曨 昽
曬 晒
書 书
會 会
朞 期
朢 望
朧 胧
朮 术
朶 朵
東 东
枏 楠
枒 丫
枴 拐
柟 楠
柵 栅
柹 柿
柺 拐
査 查
栁 柳
栞 刊
栢 柏
栰 筏
桉 案
桒 桑
桮 杯
桺 柳
桿 杆
梔 栀
梗 粳
梘 枧
條 条
梟 枭
梲 棁
棃 梨
棄 弃
棊 棋
棖 枨
棗 枣
棟 栋
棧 栈
棬 桊
棲 栖
棶 梾
椀 碗
椉 乘
椏 桠
椗 碇
椶 棕
椷 缄
椾 笺
楊 杨
楓 枫
楥 楦
楨 桢
業 业
楳 梅
極 极
榘 矩
榦 干
榪 杩
榮 荣
榲 榅
榿 桤
槀 藁
槁 藁
構 构
槍 枪
槑 梅
槓 杠
槕 桌
槤 梿
槧 椠
槨 椁
槩 概
槮 椮
槳 桨
槶 椢
槼 规
樁 桩
樂 乐
樅 枞
樐 橹
樑 梁
樓 楼
標 标
樞 枢
樣 样
樧 榝
樳 桪
樸 朴
樹 树
樺 桦
樿 椫
橈 桡
橋 桥
橜 橛
機 机
橢 椭
橤 蕊
橫 横
橰 槔
檁 檩
檉 柽
檔 档
檜 桧
檝 楫
檟 槚
檢 检
檣 樯
檮 梼
檳 槟
檸 柠
檻 槛
檾 苘
櫂 棹
櫃 柜
櫈 凳
櫉 橱
櫓 橹
櫚 榈
櫛 栉
櫝 椟
櫞 橼
櫟 栎
櫥 橱
櫧 槠
櫨 栌
櫪 枥
櫫 橥
櫬 榇
櫱 蘖
櫳 栊
櫸 榉
櫻 樱
欄 栏
欅 榉
權 权
欏 椤
欒 栾
欖 榄
欝 鬱
欞 棂
欬 咳
欵 款
欽 钦
歎 叹
歐 欧
歛 敛
歟 欤
歡 欢
歲 岁
歴 历
歷 历
歸 归
歿 殁
殀 夭
殘 残
殞 殒
殤 殇
殫 殚
殭 僵
殮 殓
殯 殡
殲 歼
殺 杀
殼 壳
殽 淆
毀 毁
毆 殴
毘 毗
毧 绒
毬 球
毿 毵
氂 牦
氈 毡
氊 毡
氌 氇
氣 气
氫 氢
氬 氩
氳 氲
氷 冰
氹 凼
氾 泛
汎 泛
汙 污
汚 污
決 决
沈 沉
沒 没
沖 冲
況 况
泝 溯
洩 泄
洶 汹
浹 浃
涇 泾
涖 莅
涗 涚
涙 泪
涼 凉
淒 凄
淚 泪
淛 浙
淥 渌
淨 净
淩 凌
淪 沦
淵 渊
淶 涞
淺 浅
淼 渺
渙 涣
減 减
渦 涡
測 测
渾 浑
湊 凑
湞 浈
湣 愍
湧 涌
湯 汤
湻 淳
溈 沩
準 准
溝 沟
溫 温
溷 混
溼 湿
滄 沧
滅 灭
滌 涤
滎 荥
滙 汇
滛 淫
滬 沪
滯 滞
滲 渗
滸 浒
滾 滚
滿 满
漁 渔
漚 沤
漢 汉
漣 涟
漬 渍
漲 涨
漵 溆
漸 渐
漿 浆
潁 颍
潄 漱
潑 泼
潔 洁
潙 沩
潛 潜
潤 润
潯 浔
潰 溃
潷 滗
潿 涠
澀 涩
澁 涩
澂 澄
澆 浇
澇 涝
澐 沄
澗 涧
澠 渑
澣 浣
澤 泽
澩 泶
澮 浍
澱 淀
澹 淡
濁 浊
濃 浓
濇 涩
濕 湿
濘 泞
濚 溁
濟 济
濤 涛
濫 滥
濬 浚
濰 潍
濱 滨
濶 阔
濺 溅
濼 泺
濾 滤
瀂 澛
瀅 滢
瀆 渎
瀉 泻
瀋 渖
瀏 浏
瀕 濒
瀘 泸
瀝 沥
瀟 潇
瀠 潆
瀦 潴
瀧 泷
瀨 濑
瀰 弥
瀲 潋
瀾 澜
灃 沣
灄 滠
灋 法
灑 洒
灘 滩
灝 灏
灣 湾
灤 滦
灨 赣
灩 滟
災 灾
炤 照
為 为
烏 乌
烖 灾
烱 炯
烴 烃
無 无
煆 煅
煇 辉
煉 炼
煑 煮
煒 炜
煕 熙
煖 暖
煗 暖
煙 烟
煢 茕
煥 焕
煩 烦
煬 炀
熅 煴
熈 熙
熒 荧
熗 炝
熱 热
熲 颎
熾 炽
燁 烨
燄 焰
燈 灯
燉 炖
燐 磷
燒 烧
燙 烫
燜 焖
營 营
燦 灿
燬 毁
燭 烛
燴 烩
燻 熏
燼 烬
燾 焘
燿 耀
爍 烁
爐 炉
爕 燮
爗 烨
爛 烂
爭 争
爺 爷
爾 尔
爿 丬
牀 床
牆 墙
牋 笺
牎 窗
牐 闸
牓 榜
牕 窗
牘 牍
牠 它
牴 抵
牽 牵
犂 犁
犇 奔
犖 荦
犛 牦
犢 犊
犧 牺
狀 状
狥 徇
狹 狭
狽 狈
猂 悍
猙 狰
猨 猿
猶 犹
猻 狲
獁 犸
獃 呆
獄 狱
獅 狮
獆 嗥
獎 奖
獘 弊
獧 狷
獨 独
獪 狯
獫 猃
獮 狝
獰 狞
獲 获
獵 猎
獷 犷
獸 兽
獺 獭
獻 献
獼 猕
玀 猡
玅 妙
玨 珏
珎 珍
現 现
琍 璃
琖 盏
琱 雕
琹 琴
琺 珐
琿 珲
瑇 玳
瑉 珉
瑋 玮
瑒 玚
瑠 琉
瑣 琐
瑤 瑶
瑩 莹
瑪 玛
瑯 琅
璉 琏
璢 琉
璣 玑
璦 瑷
璫 珰
環 环
璵 玙
璸 瑸
璽 玺
璿 璇
瓈 璃
瓊 琼
瓌 瑰
瓏 珑
瓔 璎
瓚 瓒
甌 瓯
甎 砖
甕 瓮
甖 罂
甞 尝
產 产
甦 苏
甯 宁
畆 亩
畊 耕
畝 亩
畢 毕
畧 略
畫 画
畬 畲
畮 亩
異 异
畱 留
畵 画
當 当
疇 畴
疊 迭
疋 匹
疎 疏
疘 肛
疿 痱
痐 蛔
痙 痉
痠 酸
痲 淋
痾 疴
瘂 痖
瘉 愈
瘋 疯
瘍 疡
瘓 痪
瘖 喑
瘞 瘗
瘡 疮
瘧 疟
瘲 疭
瘺 瘘
療 疗
癄 憔
癅 瘤
癆 痨
癇 痫
癈 废
癉 瘅
癒 愈
癘 疠
癟 瘪
癡 痴
癢 痒
癤 疖
癥 症
癧 疬
癩 癞
癬 癣
癭 瘿
癮 瘾
癰 痈
癱 瘫
癲 癫
發 发
皁 皂
皐 皋
皙 晰
皚 皑
皜 皓
皰 疱
皷 鼓
皸 皲
皺 皱
盃 杯
盇 盍
盋 鉢
盌 碗
盜 盗
盞 盏
盡 尽
監 监
盤 盘
盧 卢
盪 荡
眎 视
眞 真
眡 视
眥 眦
眾 众
睜 睁
睞 睐
睠 眷
睪 睾
睬 彩
瞇 眯
瞋 嗔
瞖 翳
瞘 眍
瞞 瞒
瞶 瞆
瞼 睑
矁 瞅
矓 眬
矙 瞰
矚 瞩
矯 矫
矴 碇
矽 硅
砦 寨
砲 炮
硜 硁
硤 硖
硨 砗
硯 砚
碁 棋
碕 埼
碩 硕
碪 砧
碭 砀
碸 砜
確 确
碼 码
磚 砖
磟 碌
磠 硵
磣 碜
磧 碛
磯 矶
磽 硗
礆 硷
礎 础
礙 碍
礦 矿
礪 砺
礫 砾
礬 矾
礮 炮
礱 砻
祇 只
祕 秘
祿 禄
禍 祸
禎 祯
禡 祃
禦 御
禩 祀
禪 禅
禮 礼
禰 祢
禱 祷
禿 秃
秈 籼
秊 年
秌 秋
秔 粳
秖 只
稅 税
稈 秆
稜 棱
稟 禀
稬 糯
稭 秸
種 种
稱 称
稺 稚
稾 稿
穀 谷
穅 糠
穉 稚
穌 稣
積 积
穎 颖
穐 秋
穠 秾
穡 穑
穢 秽
穤 糯
穨 颓
穩 稳
穭 稆
穽 阱
窓 窗
窩 窝
窪 洼
窮 穷
窯 窑
窰 窑
窶 窭
窺 窥
窻 窗
竄 窜
竅 窍
竇 窦
竈 灶
竊 窃
竚 伫
竝 并
竢 俟
競 竞
筆 笔
筍 笋
筦 管
筧 笕
筩 筒
筯 箸
筴 策
箇 个
箋 笺
箏 筝
箒 帚
箠 棰
節 节
範 范
築 筑
篋 箧
篔 筼
篠 筿
篤 笃
篩 筛
篳 筚
篹 纂
簀 箦
簍 篓
簑 蓑
簒 篡
簞 箪
簡 简
簣 篑
簫 箫
簮 簪
簷 檐
簹 筜
簽 签
簾 帘
籃 篮
籌 筹
籐 藤
籑 馔
籛 篯
籜 箨
籟 籁
籠 笼
籤 签
籩 笾
籪 簖
籬 篱
籮 箩
籲 吁
粃 秕
粇 糠
粦 磷
粧 妆
粰 麸
粵 粤
粺 稗
糉 粽
糝 糁
糞 粪
糧 粮
糲 粝
糴 籴
糶 粜
糸 纟
糹 纟
糺 纠
糾 纠
紀 纪
紂 纣
約 约
紅 红
紆 纡
紇 纥
紈 纨
紉 纫
紋 纹
納 纳
紐 纽
紓 纾
純 纯
紕 纰
紗 纱
紘 纮
紙 纸
級 级
紛 纷
紜 纭
紡 纺
紥 扎
紬 绸
紮 扎
細 细
紱 绂
紲 绁
紳 绅
紵 纻
紹 绍
紺 绀
紼 绋
紿 绐
絀 绌
終 终
絃 弦
組 组
絆 绊
絎 绗
絏 绁
結 结
絕 绝
絛 縧
絜 洁
絝 绔
絞 绞
絡 络
絢 绚
給 给
絨 绒
統 统
絲 丝
絳 绦
絹 绢
綁 绑
綃 绡
綆 绠
綈 绨
綌 绤
綏 绥
綑 捆
經 经
綜 综
綞 缍
綠 绿
綢 绸
綣 绻
綬 绶
維 维
綯 绹
綰 绾
綱 纲
網 网
綴 缀
綵 彩
綸 纶
綹 绺
綺 绮
綻 绽
綽 绰
綾 绫
綿 绵
緄 绲
緇 缁
緊 紧
緋 绯
緐 繁
緒 绪
緓 绬
緔 绱
緗 缃
緘 缄
緙 缂
線 线
緜 绵
緝 缉
緞 缎
締 缔
緡 缗
緣 缘
緥 褓
緦 缌
編 编
緩 缓
緬 缅
緯 纬
緱 缑
緲 缈
練 练
緶 缏
緹 缇
緻 致
縈 萦
縉 缙
縊 缢
縋 缒
縐 绉
縑 缣
縕 缊
縚 縧
縛 缚
縝 缜
縞 缟
縟 缛
縣 县
縫 缝
縭 缡
縮 缩
縱 纵
縲 缧
縵 缦
縶 絷
縷 缕
縹 缥
總 总
績 绩
繃 绷
繅 缫
繆 缪
繈 襁
繍 綉
繒 缯
織 织
繕 缮
繖 伞
繙 翻
繚 缭
繞 绕
繡 绣
繢 缋
繦 襁
繩 绳
繪 绘
繭 茧
繯 缳
繰 缲
繳 缴
繹 绎
繼 继
繽 缤
繾 缱
纇 颣
纈 缬
纊 纩
續 续
纏 缠
纓 缨
纖 纤
纘 缵
纜 缆
缐 綫
缽 钵
缾 瓶
罇 樽
罈 罎
罋 瓮
罌 罂
罰 罚
罵 骂
罷 罢
罸 罚
羅 罗
羆 罴
羈 羁
羋 芈
羗 羌
羢 绒
羣 群
羥 羟
羨 羡
義 义
羴 膻
羶 膻
翄 翅
習 习
翦 剪
翫 玩
翹 翘
翺 翱
翽 翙
耑 专
耡 锄
耬 耧
耮 耢
聖 圣
聞 闻
聯 联
聰 聪
聲 声
聳 耸
聵 聩
聶 聂
職 职
聹 聍
聽 听
聾 聋
肅 肃
肎 肯
肐 胳
肧 胚
胷 胸
脃 脆
脅 胁
脇 胁
脈 脉
脗 吻
脛 胫
脣 唇
脧 睃
脩 修
脫 脱
脹 胀
腎 肾
腖 胨
腡 脶
腦 脑
腫 肿
腳 脚
腸 肠
膁 肷
膃 腽
膚 肤
膠 胶
膩 腻
膽 胆
膾 脍
膿 脓
臈 腊
臉 脸
臋 臀
臍 脐
臏 膑
臒 癯
臕 膘
臘 腊
臙 胭
臚 胪
臝 裸
臟 脏
臠 脔
臥 卧
臨 临
臯 皋
臺 台
與 与
興 兴
舉 举
舊 旧
舖 铺
舘 馆
舩 船
艙 舱
艢 樯
艣 橹
艤 舣
艦 舰
艪 橹
艫 舻
艱 艰
艷 艳
艸 草
芐 苄
芲 花
芻 刍
苧 苎
茆 卯
茍 苟
茘 荔
茲 兹
荊 荆
荍 荞
荳 豆
莊 庄
莖 茎
莢 荚
莧 苋
菉 緑
菑 灾
菓 果
華 华
菰 菇
菴 庵
菸 烟
萇 苌
萊 莱
萬 万
萲 萱
萴 荝
萵 莴
葉 叶
葒 荭
葠 参
葤 荮
葦 苇
葯 药
葷 荤
蒐 搜
蒓 莼
蒔 莳
蒕 蒀
蒞 莅
蒻 箬
蒼 苍
蓀 荪
蓆 席
蓋 盖
蓡 参
蓤 菱
蓧 莜
蓮 莲
蓯 苁
蓴 莼
蓽 荜
蔔 卜
蔕 蒂
蔘 参
蔞 蒌
蔣 蒋
蔥 葱
蔦 茑
蔭 荫
蔴 麻
蔾 藜
蕁 荨
蕆 蒇
蕋 蕊
蕎 荞
蕒 荬
蕓 芸
蕕 莸
蕘 荛
蕚 萼
蕢 蒉
蕩 荡
蕪 芜
蕭 萧
蕱 筲
蕷 蓣
蕿 萱
薀 蕰
薈 荟
薊 蓟
薌 芗
薔 蔷
薘 荙
薙 剃
薟 莶
薦 荐
薩 萨
薰 熏
薴 苧
薹 苔
薺 荠
藍 蓝
藎 荩
藝 艺
藥 药
藪 薮
藶 苈
藷 薯
藹 蔼
藺 蔺
藼 萱
蘂 蕊
蘄 蕲
蘆 芦
蘇 苏
蘊 蕴
蘋 苹
蘐 萱
蘓 苏
蘗 蘖
蘚 藓
蘞 蔹
蘢 茏
蘤 花
蘭 兰
蘺 蓠
蘿 萝
虆 蔂
處 处
虖 呼
虛 虚
虜 虏
號 号
虧 亏
虯 虬
虵 蛇
蚘 蛔
蛕 蛔
蛺 蛱
蛻 蜕
蜆 蚬
蜋 螂
蜖 蛔
蜨 蝶
蜺 霓
蝕 蚀
蝟 猬
蝡 蠕
蝦 虾
蝨 虱
蝯 猿
蝱 虻
蝸 蜗
螄 蛳
螎 融
螞 蚂
螡 蚊
螢 萤
螻 蝼
螿 螀
蟁 蚊
蟄 蛰
蟇 蟆
蟈 蝈
蟎 螨
蟣 虮
蟬 蝉
蟯 蛲
蟲 虫
蟶 蛏
蟻 蚁
蠁 蚃
蠅 蝇
蠆 虿
蠍 蝎
蠏 蟹
蠐 蛴
蠑 蝾
蠒 茧
蠔 蚝
蠟 蜡
蠣 蛎
蠱 蛊
蠶 蚕
蠻 蛮
衂 衄
衇 脉
術 术
衕 同
衖 弄
衚 胡
衛 卫
衹 只
衺 邪
袞 衮
袟 帙
袠 帙
袴 裤
袵 衽
袷 夹
裊 袅
裌 夹
裏 里
補 补
裝 装
裡 里
製 制
褌 裈
褘 袆
褭 袅
褲 裤
褳 裢
褸 褛
褻 亵
襃 褒
襆 幞
襇 裥
襉 裥
襍 杂
襏 袯
襖 袄
襝 裣
襠 裆
襢 袒
襤 褴
襪 袜
襯 衬
襲 袭
襴 襕
覈 核
見 见
規 规
覓 觅
覔 觅
視 视
覘 觇
覜 眺
覡 觋
覥 觍
覦 觎
覩 睹
親 亲
覬 觊
覯 觏
覲 觐
覷 觑
覺 觉
覽 览
覿 觌
觀 观
觔 斤
觕 粗
觝 抵
觴 觞
觶 觯
觸 触
訁 讠
訂 订
訃 讣
計 计
訊 讯
訌 讧
討 讨
訐 讦
訒 讱
訓 训
訕 讪
訖 讫
託 托
記 记
訛 讹
訝 讶
訟 讼
訢 欣
訣 诀
訥 讷
訪 访
設 设
許 许
訴 诉
訶 诃
診 诊
註 注
証 证
詁 诂
詆 诋
詎 讵
詐 诈
詒 诒
詔 诏
評 评
詖 诐
詘 诎
詛 诅
詞 词
詠 咏
詡 诩
詢 询
詣 诣
試 试
詧 察
詩 诗
詫 诧
詬 诟
詭 诡
詮 诠
詰 诘
話 话
該 该
詳 详
詵 诜
詶 酬
詼 诙
詿 诖
誄 诔
誅 诛
誆 诓
誇 夸
誌 志
認 认
誑 诳
誒 诶
誕 诞
誖 悖
誘 诱
誚 诮
語 语
誠 诚
誡 诫
誣 诬
誤 误
誥 诰
誦 诵
誨 诲
說 说
誰 谁
課 课
誶 谇
誹 诽
誼 谊
誾 訚
調 调
諂 谄
諄 谆
談 谈
諉 诿
請 请
諍 诤
諏 诹
諐 愆
諑 诼
諒 谅
論 论
諗 谂
諙 话
諛 谀
諜 谍
諞 谝
諠 喧
諡 谥
諢 诨
諤 谔
諦 谛
諧 谐
諫 谏
諭 谕
諮 谘
諱 讳
諳 谙
諶 谌
諷 讽
諸 诸
諺 谚
諼 谖
諾 诺
謀 谋
謁 谒
謂 谓
謄 誊
謅 诌
謊 谎
謌 歌
謎 谜
謐 谧
謔 谑
謖 谡
謗 谤
謙 谦
謚 谥
講 讲
謝 谢
謠 谣
謨 谟
謩 谟
謫 谪
謬 谬
謭 谫
謳 讴
謹 谨
謼 呼
謾 谩
譁 烨
譆 嘻
證 证
譌 讹
譎 谲
譏 讥
譔 撰
譖 谮
識 识
譙 谯
譚 谭
譜 谱
譟 噪
譫 谵
譭 毁
譯 译
議 议
譴 谴
護 护
譸 诪
譽 誉
譾 谫
讀 读
讁 谪
變 变
讋 詟
讌 宴
讎 仇
讐 仇
讒 谗
讓 让
讕 谰
讖 谶
讚 赞
讜 谠
讞 谳
谿 溪
豈 岂
豎 竖
豐 丰
豓 艳
豔 艳
豬 猪
貍 狸
貓 猫
貛 獾
貝 贝
貞 贞
貟 贠
負 负
財 财
貢 贡
貧 贫
貨 货
販 贩
貪 贪
貫 贯
責 责
貯 贮
貰 贳
貲 赀
貳 贰
貴 贵
貶 贬
買 买
貸 贷
貺 贶
費 费
貼 贴
貽 贻
貿 贸
賀 贺
賁 贲
賂 赂
賃 赁
賄 贿
賅 赅
資 资
賈 贾
賉 恤
賊 贼
賑 赈
賒 赊
賓 宾
賕 赇
賚 赉
賛 赞
賜 赐
賞 赏
賠 赔
賡 赓
賢 贤
賣 卖
賤 贱
賦 赋
賧 赕
質 质
賫 赍
賬 账
賭 赌
賴 赖
賵 赗
賷 赍
賸 剩
賺 赚
賻 赙
購 购
賽 赛
賾 赜
贄 贽
贅 赘
贇 赟
贈 赠
贊 赞
贋 赝
贍 赡
贏 赢
贐 赆
贑 赣
贓 赃
贔 赑
贖 赎
贗 赝
贛 赣
趂 趁
趕 赶
趙 赵
趨 趋
趲 趱
跡 迹
跥 跺
跴 踩
跼 局
踁 胫
踐 践
踫 碰
踰 逾
踴 踊
蹌 跄
蹏 蹄
蹕 跸
蹚 趟
蹟 迹
蹠 跖
蹣 蹒
蹤 踪
蹧 糟
蹵 蹴
蹺 跷
蹻 跷
躂 跶
躉 趸
躊 踌
躋 跻
躍 跃
躑 踯
躒 跞
躓 踬
躕 蹰
躚 跹
躡 蹑
躥 蹿
